"Headline","Bias","Reliability"
"Timeline of Trump's Activities During Week Coronavirus Hit Home","-0.33","50"
"How Much American Presidents Really Cost US Taxpayers","0.33","48.67"
"Site of US Republican Convention Makes Wearing Face Masks Mandatory","-7","46.67"
"Biden Visits Kenosha Two Days After Trump","-2.25","47.25"
"US States Told to Prepare to Receive COVID-19 Vaccine by Nov. 1","0","53"
"Biden, on Third Try, Aims for Summit of US Political Life","-5.33","49.33"
"Americans Mixed on DNC Socially Distanced Political Theater","-1","49.67"
"Israel’s Iron Dome, explained by an expert","4.33","40"
"NRA lawsuit update: The NRA is in deep legal trouble, and its problems just got worse","-5.33","44"
"Trump’s signature Israel policy had a key flaw. We’re seeing it now.","-7.67","37.67"
"The Democratic rift on the Israeli-Palestinian conflict: Biden isn’t moving left yet","-17","39"
"Joe Manchin’s surprisingly bold proposal to fix America’s voting rights problem","-15","35.33"
"The Supreme Court made the GOP’s new voting restrictions possible","-13.33","32.67"
"Here’s just how much people have stopped talking about Trump on Facebook and Twitter","-12.67","39.67"
"Jeff Bezos says 94% of Amazon workers would recommend their job to a friend. Amazon workers say that stat is unreliable.","-3","44.67"
"The Senate just took a step toward actually lowering US greenhouse gas emissions","-6","46.33"
"America’s unique gun violence problem, explained in 16 maps and charts","-8","44.33"
"Rush Limbaugh’s toxic legacy","-18","29.75"
"The most bizarre thing about Trump’s farewell speech is how normal it sounds","-13.2","38.2"
"How a “March for Trump” rally led to clashes at the Capitol","-7","44"
"Jon Ossoff beats Sen. David Perdue, handing Democrats control of the Senate","-1","46.67"
"Trump’s legal team advances yet another far-fetched lawsuit in Georgia","-12.33","46.33"
"Donald Trump’s long history of racism, from the 1970s to 2020","-15","40.67"
"How Trump let Covid-19 win","-13","40.5"
"Can anything change Americans’ minds about Donald Trump?","-10.67","42.33"
"Minority rule in America","-18","36.33"
"How pandemic learning pods are fueling the private tutoring industry","-1","43.33"
"Why Republicans are dragging their feet on more stimulus","-1.33","49.33"
"Trump’s latest plan to use the census for political gain, explained","-13.67","36.67"
"Trump’s radical lawsuit against Nevada’s vote-by-mail law, explained","-10","38.67"
"How inequality is changing the Republican Party — and breaking American politics","-1.67","44.33"
"Denver may become the first US city to decriminalize psychedelic mushrooms","-5.67","50"
"Not Qualified for a Job? These Companies Will ‘Reskill’ You","0","47.67"
"‘Jim Eagle’ and Georgia’s Voting Law","14.67","37.33"
"WHO Said What About Wuhan?","0.67","41.33"
"Opinion: Voting Rights at the Supreme Court","5","45.67"
"‘It Was Joe and Bob’: Dole and Biden On Making Washington Work","0","44.67"
"The Media Tries to Divide Republicans","6","41.33"
"Catholic Schools Are Beating Covid","4.33","39.33"
"The Constitution Doesn’t Bar Trump’s Impeachment Trial","0","43"
"Biden Wants a $15 Minimum Wage. Here’s What People Say It Would Do to the Economy.","-0.67","44.33"
"A Genocide Test Faces the West","8.33","34.67"
"The Seven-Day Impeachment","10.5","39.5"
"Law Enforcement Braces for More Trump Marches in Washington, at State Capitols","1.33","46"
"Americans Deserve Better Than Clickbait Crack","0","43.33"
"Donald Trump’s Final Days","-5.67","37"
"Is There a Doctor in the White House? Not if You Need an M.D.","4","33"
"‘I Am the Democratic Party’","19.33","42.67"
"New Covid-19 Cases Started to Decline in Hard-Hit Latin America","-1","54"
"The Trump-Biden Stakes: Your Life Savings","15.33","36"
"Meet David Dobrik, Gen Z’s Jimmy Fallon","0","41"
"Long Before Nikola Trucks, Trevor Milton Sold Investors on Startups That Faded","0","52.67"
"A Bullying President at an Ugly Debate","-3.33","40.67"
"Jacob Blake Shooting: What Happened in Kenosha, Wis.?","-1.33","51.33"
"Trump Will Head to Walter Reed Hospital After Testing Positive for Coronavirus","1","52.67"
"The Myth of Systemic Police Racism","13.67","39"
"Pandemic Lays Bare U.S. Reliance on China for Drugs","-1","46"
"Arizona secretary of state unveils list of concerns about Maricopa County 2020 election audit","-0.17","43.83"
"Biden slams new Georgia voting law as 'designed to keep people from voting'","1.75","46.25"
"Media that speculated about Trump’s health will surely question Biden’s stumble on Air Force One","7","34.67"
"Fry's the limit: Mr. Potato Head goes gender neutral","8","33.67"
"Teachers unions have pushed their luck too far","10.5","33.5"
"New role for antifa: Biden’s 'shock troops'","19","16.67"
"'Out of control': Protesters describe Capitol chaos","6.33","37.67"
"‘He’s done’: Trump supporters threaten to turn on Pence ahead of Electoral College certification","18.75","29.5"
"Labor Secretary Eugene Scalia boosts manufacturing apprenticeships","9","47.33"
"Ted Cruz slams Wallace as train wreck and calls for one conservative and liberal moderator instead","18","36"
"In hospitalization of former Trump campaign manager, media's favorite mental health quack sees an opportunity","26.33","30.33"
"Wife of Boston Marathon hero said Biden touched her in 'an inappropriate and uncomfortable way'","21.67","23.67"
"Kamala Harris launched political career with $120K 'patronage' job from boyfriend Willie Brown","11.33","44.67"
"Locked in? Republicans appear to have votes to take up a SCOTUS nominee this year","8","45.67"
"Bob Woodward says he will release audio tapes of Trump talking about Supreme Court","-1","41"
"Socialist white supremacist throws his support behind Biden","12.6","39"
"'Your family will not be safe': Gun-toting McCloskeys warn of 'radical Democrats’ America'","11.6","41.6"
"NBC executive out amid workplace misconduct investigation","8.33","42.67"
"Iran point man Brian Hook leaving State Department","14.67","38.67"
"Secret Service report finds many mass shootings involved illegally possessed guns","18","23.33"
"Democrats more afraid of getting infected while flying","2.67","53.33"
"Abortion advocates celebrate Supreme Court ruling that threatens women's safety","13.9","31.77"
"Nearly 40% of Americans believe Trump was spied on by Obama officials","16","32.67"
"DOJ can't hide behind Mueller investigation anymore, GOP says","10.75","33.5"
"Trump issues second veto of his presidency","9.75","44.25"
"New York Times Meltdown Plays Out in Private Facebook Group","8","41"
"Florida Teachers Who Demanded to Work from Home Caught at Mass Gatherings","8","40.67"
"Schumer’s Dark Money Group Increased Election Spending by 825% in 2020 Cycle","17","32.33"
"Biden’s Private Prison E.O. Won’t Affect Mass Incarceration","7.67","40"
"Trump to Demand Recount in Wisconsin","11.67","41"
"Biden Campaign to Appear Alongside Hanoi Jane","13.67","36"
"Supreme Court Hears First Post-ACB Religious Liberty Case","1.8","48.6"
"Democratic Revenge Pornographer Heads to Kansas State House","5.8","44"
"Biden Suddenly Shy on Where He Stands on Packing Supreme Court","12","40.33"
"Hollywood Director Judd Apatow: ‘China Has Bought Our Silence’","9.67","39"
"Kamala Harris Packed California Prisons With Pot Peddlers","12.67","37.5"
"Omar, Tlaib Saw Spikes in Campaign Cash After Anti-Semitic Remarks","12","42.67"
"Calif. Rep. T.J. Cox Wants ‘Thank You’ For Nonprofit Hit By Scathing Audit","11","41.75"
"Congress Wants Investigation Into Taxpayer-Funded Anti-Israel Events at UNC, Duke","17.67","31.33"
"Two House Dems Don’t Disclose Contributions From Ilhan Omar","17.43","30.86"
"Trump Tax Law Saved Sanders Nearly $40,000 Last Year","18.25","30.75"
"O’Rourke Compares Service in Congress to Charitable Giving","8.75","47.25"
"Associated Press Fans the Flames of Deranged Ferguson Conspiracy","18.67","33.67"
"Trump: Democrats Only Want to Expand Supreme Court to ‘Catch Up’","13.4","35.2"
"Study: $15 Minimum Wage Would Cause 400,000 New Crimes Per Year","17","41"
"Beto Backs Late-Term Abortion","14.67","33.67"
"Congress Unloads on Pro-Iran Deal Forces in Trump Administration","17","42.33"
"Every Senate Presidential Hopeful Voted to Block Newborn Care","21.67","30"
"Ilhan Omar Quietly Deletes Some of Her Past Anti-Semitic Tweets","18.5","30.67"
"Russian Statements on New Cruise Missile Indicate First Strike Intentions","15.67","27.67"
"Liz Cheney Is Playing a Long Game Beyond 2024","-6.17","34.33"
"Trump’s Enablers Rush to Parler to Escape Fact Checkers","-18.75","29.38"
"Trump’s Unexpected Power Helps Republicans Win Even If He Doesn’t","-18.33","39.83"
"Justice Barrett is Seated and Voting Cases Just Got Scarier","-4","43"
"Trump’s Latest Attack on Biden: Photoshops and Cheap Shots","-12.67","36"
"Trump and the Republicans Are Risking an All-Out Depression","-13.33","35.33"
"Medicaid Expansion Has Passed Every Time It’s Been on the Ballot","-12.67","39.33"
"Has Trump Realized That Attacking Vote by Mail Hurts Him Politically?","-15","36"
"Is Barr Planning His Own October Surprise?","-13.75","34"
"McConnell’s “Liability Shield” Is a Weapon Aimed at COVID-19 Victims","-10","38.33"
"The GOP is Not On the Consumers’ Side","0.5","40.5"
"Israel’s Point of No Return","-15.5","32"
"The Best Answer to Fox’s AOC Obsession: Elect More Democrats Like Her","-22.75","21.5"
"The Tax Day Outrage You Don’t Know About","-4.71","40.71"
"The College Admissions Scandal Is Even Worse Than You Think","-13.25","36.75"
"The Right Has Mainstreamed the Rhetoric of Mass Killers","-12.75","33"
"Conservatives Issue a Clarion Call on Trump’s Mental Health","-22","26.5"
"Does Devin Nunes Oppose Frivolous Lawsuits or Not?","-16.75","28"
"The Attorney General Should Answer to Congress","-13","28.67"
"A Cure for High Health Care Costs","-3.67","34.5"
"How to Close the Democrats’ Rural Gap","-13.33","35.33"
"How the Federal Government Rigs the Game Against Small Businesses","-11","30.25"
"Trump Is China and Russia’s Best Friend","-23","24.5"
"The Concern That Drives Mitch McConnell’s Mendacity","-23.75","22.25"
"Trump’s Appeal Will Have No Lasting Power","-21.25","23"
"DOJ: Arizona recount may violate federal law","-3.67","45"
"Biden frames spending push as 'choice' between benefiting wealthy versus working families","-1","45.33"
"The $15 minimum wage would most hurt the people it's intended to help","10.75","35.75"
"Parler's freedom from censorship comes at cost of users' privacy","13","23.67"
"'Victory smoke in the Capitol, boys': Affidavits reveal Capitol rioters trail of videos, media posts","6.33","27.67"
"Biden plan expands legal immigration, offers citizenship to illegal immigrants","12.33","34.67"
"FBI: Armed group plans 'huge uprising' in D.C. if Trump removed before Inauguration Day","0","47.33"
"Black conservatives push back as Biden, Democrats allege racism in Capitol police response","14","23.67"
"Legal scholars 'perplexed' by Pelosi's push against Trump's nuclear codes","-3","44"
"Facial recognition identifies extremists storming the Capitol","15.67","24.67"
"RNC leaders stand by Trump's effort to remake party: 'Nobody's turning on Trump here'","9.67","34.67"
"Student-loan bailout violates basic morals: Pay your debts","16","36.5"
"First debate: Biden sows seeds of fear and offers little else","22.33","13"
"New Senate report reveals shocking corruption involving Hunter Biden","21.17","22"
"Biased against president? Debate moderator was intern to Joe Biden","7.33","37.33"
"Trump rips Democrats' anti-Catholic bias in Alfred E. Smith dinner address","8.33","39.33"
"Proud Boys, Black Lives Matter leaders hold joint conference: We 'denounce White supremacy'","11.33","46.67"
"Treasury reports rebut Biden's 'totally false' claims about Hunter's cash haul","16.33","24"
"Israeli tourism minister resigns to protest Netanyahu","-5","46.67"
"Trump orders stop to 'White privilege' diversity training in federal government","11","42.75"
"Democrats fuel post office panic with lies to win upcoming election","30.25","18.75"
"Secret weapon: Hidden Trump voters tell pollsters they are 'undecided'","20.67","30.33"
"Trump to sign 'Buy American' order on essential medicines","11.67","46"
"Portland mayor unleashes police on violent demonstrations","2.4","46"
"FBI searching for woman 'infatuated' with Columbine after threats","4.5","49"
"Gunslinging Congresswoman Lauren Boebert Has Been Granted a Concealed Carry Permit in DC","0.67","49"
"Mike Pence Is Joining the Heritage Foundation—and Writing a Column","1","52.33"
"DC Got More Than Enough Snow to Make Some Excellent Snowpeople","-1","40.67"
"A Waffle House in DC? There’s a Petition.","0","42.33"
"Here Are The Democrats Who Haven’t Co-Sponsored the DC Statehood Bill","-5.67","40.33"
"Place Your Bets: A Guide to Sports Gambling in DC and Virginia","0","46"
"Tom Friedman Says He Knows Larry Hogan Is Governor of Maryland","-1","41.67"
"Inaugural Poet Amanda Gorman Will Recite a Verse Before the Super Bowl","-1","44.33"
"Novavax Says Its Covid-19 Vaccine Is Effective","0","45.67"
"Cori Bush Is Switching Offices to Get Away From Marjorie Taylor Greene","-5.33","45"
"There’s a Big New Twist in the Bethesda Tunnel-Fire Case","-0.67","44.33"
"Here’s a Breakdown of Who Gets the Vaccine When in DC","0","45"
"Jen Psaki Now Has a Twitter Hashtag: #PsakiBomb","-5.67","40"
"The True Story of Jessica Krug","-3","46.33"
"Yet Another Trump March Promised for January 6 in DC","-8.67","41"
"D.C. Archdiocese Settles Lawsuit Against the City","1.33","48"
"Today at 11: Chat With Food Critic Ann Limpert","0","31.33"
"Former Republican Florida Governor Announces He's Running Against DeSantis as a Democrat","0","48"
